"","sa1"
"2077090",359
"446374",349
"45658",325
"62763",319
"413403",315
"1117707",312
"398736",304
"474394",304
"675",302
"672",285
"1435069",275
"676",257
"47951",253
"114054",247
"136468",244
"687",232
"990268",227
"104609",217
"674",213
"1074311",209
"92172",202
"673372",191
"184755",191
"265668",183
"666",182
"278860",171
"1328770",160
"1918946",156
"552386",143
"1481923",121
"52443",120
"28173",111
"1891186",106
"413402",103
"413401",97
"2014742",96
"246167",94
"29498",41
"300876",15
"379097",13
"2711221",91
"296199",88
"2587862",87
"1481663",84
"2572923",79
"1381081",71
"2662262",65
"76258",64
"435912",62
"664643",61
"2100116",56
"170679",48
"1824638",48
"2025808",44
"29497",42
"190897",42
"212663",38
"3034029",37
"553239",36
"650003",35
"28172",31
"212667",30
"55601",26
"2479546",25
"28169",24
"689",21
"1534743",18
"1516159",15
"2841925",15
"685",12
"1763883",11
"2777577",11
"170673",9
"1194427",5
"198832",3
"446372",2
"693153",2
"657",288
"553611",3071
"3027472",535
"2829502",516
"2912855",247
"2907534",230
"3020715",190
"2899122",169
"38293",557
"680026",400
"74109",291
"875932",150
"1935446",101
"320778",78
"659",34
"865757",31
"668",432
"40269",424
"51366",112
"1908198",436
"2003370",5
"334715",4
"246861",48
"3111011",149
"673",137
"2872157",136
"1891207",210
"1755811",56
"1927128",15
"135619",131
"28256",1138
"2745",895
"2953657",320
"3036127",260
"1883416",235
"2733487",229
"2811227",204
"2773308",181
"2952527",130
"3075222",114
"2956797",114
"2587844",113
"2785909",103
"2306583",101
"2982691",91
"2982692",90
"1971364",88
"2883106",73
"2587849",70
"2749040",69
"2893469",60
"999141",54
"2992143",51
"2982694",48
"2855441",41
"3061632",41
"550984",39
"1504981",38
"1666906",34
"2730360",33
"1610576",26
"2951138",16
"1761789",16
"2854257",15
"3035470",15
"1346287",12
"1609967",11
"2937790",9
"2557993",8
"2014541",7
"3075221",6
"2717374",5
"507763",3
"2576841",2
"223901",2
"2832500",1
"1178482",679
"2733488",313
"2866211",195
"29570",153
"2746",137
"2562282",137
"3031727",121
"1897729",117
"475662",100
"507626",75
"232346",62
"1930622",46
"29573",22
"115561",2
"204286",311
"2686360",143
"2053669",61
"2609415",42
"2758724",9
"2661553",3
"3105867",2
"28258",253
"1055101",133
"1055104",68
"404432",77
"3065298",390
"3050071",75
"1949085",354
"1771309",88
"1949083",78
"33074",526
"91844",86
"114185",1
"114186",10
"504090",12
"657387",227
"698828",82
"157779",74
"376489",353
"29571",98
"44935",66
"2609667",66
"2852117",49
"115551",40
"664683",8
"272774",3
"2497861",206
"2733484",21
"158080",56
"141389",52
"1883414",47
"135620",104
"28253",128
"2065312",278
"2992802",122
"2071621",96
"2066133",70
"936476",514
"178399",434
"2773454",227
"491950",136
"491948",97
"383750",73
"119864",45
"2726122",38
"264739",9
"48075",184
"420402",299
"1821621",278
"518898",172
"48076",120
"2668067",79
"3018276",67
"2895352",314
"1524258",249
"707589",203
"981605",317
"452627",91
"355243",82
"187492",53
"187493",161
"2597518",120
"2742796",71
"417574",106
"1572645",89
"1031538",83
"2661630",255
"2614693",175
"1249553",162
"651666",143
"2829569",117
"207949",79
"305899",2
"3009078",408
"2872754",271
"2918516",91
"3035692",22
"1234143",454
"1027273",431
"1234144",30
"224372",1
"59753",99
"1872427",640
"1113728",2
"59754",1
"3020832",59
"1094342",347
"285091",218
"1306787",187
"158481",88
"3015983",406
"1628392",165
"158327",376
"1445505",662
"2161747",176
"1336806",163
"3070815",183
"141451",159
"2683272",138
"418701",122
"468",106
"469",4000
"48296",1231
"470",680
"471",625
"1530123",219
"1785128",205
"106654",204
"2563897",377
"2004644",284
"1636603",203
"3120518",171
"1608473",137
"3045147",95
"1879049",94
"2871688",91
"1808001",88
"1407071",86
"2004647",76
"3027470",74
"2004646",62
"2950074",55
"1758189",46
"2929514",40
"1646498",37
"2929512",35
"2953738",34
"2725684",33
"2601122",28
"3020716",23
"2908637",22
"2079596",21
"2609668",21
"2929509",20
"2714110",19
"2798861",17
"2913495",13
"2923375",13
"710648",11
"2773709",8
"2929515",7
"2785295",6
"3141545",5
"2930198",5
"2905879",4
"2853158",4
"2983215",3
"2925837",2
"2743575",1
"2708348",1
"3003393",1
"3035288",1
"2919921",1
"2919376",1
"1827285",1
"756892",875
"40214",756
"487316",566
"202950",443
"1879050",433
"29430",363
"106648",323
"106649",310
"108981",220
"1776741",174
"202951",170
"1871111",128
"1776742",128
"2715164",127
"1324350",120
"40216",113
"70346",108
"108980",107
"2006115",103
"52133",101
"2662362",96
"40215",87
"202956",87
"2004650",87
"280145",76
"28090",74
"2136182",70
"1148157",58
"70348",50
"1789224",31
"2053287",25
"2943497",22
"2715163",9
"465797",1
"497",305
"3043330",242
"1028420",217
"3067275",109
"3064892",99
"1028416",99
"2203895",81
"1415574",80
"2772254",54
"2708350",43
"56811",40
"2517899",35
"1699621",33
"2733866",14
"1699622",10
"1699623",5
"1699624",5
"1720344",3
"2983299",2
"571800",1
"861445",304
"256326",123
"334543",65
"2565531",54
"45610",36
"475",318
"386891",290
"34062",283
"478",214
"2904123",38
"2953752",4
"3076087",4
"90241",183
"476",154
"2904121",108
"2904119",99
"90239",48
"480",39
"29433",39
"34061",33
"2904120",28
"2904122",21
"2283318",430
"84642",45
"642",3304
"654",898
"2033033",316
"2560028",195
"2778064",112
"2778054",40
"2560029",25
"2778065",17
"2778057",11
"3080830",7
"2033032",7
"2778058",5
"2778051",4
"2970966",3
"2778055",3
"2778063",3
"2778053",2
"1636608",2
"3081770",2
"2778066",1
"2778052",1
"2675707",1
"644",630
"645",490
"650",474
"196024",379
"73010",301
"29489",258
"651",232
"648",227
"652",197
"218936",91
"948519",69
"656",66
"648794",52
"105751",50
"70856",34
"43947",9
"263765",734
"43948",651
"129577",109
"2977120",296
"511062",186
"3028314",167
"2047966",209
"347534",162
"225143",14
"1903694",59
"3081199",12
"1416627",7
"83771",1646
"712",926
"724",212
"729",836
"726",321
"727",251
"712310",70
"730",61
"735",42
"249188",31
"713",594
"51161",315
"718",209
"254839",201
"189834",85
"716",66
"157339",66
"715",63
"51049",60
"720",18
"230709",13
"416916",234
"714",482
"712150",145
"2866570",70
"2820817",21
"732",188
"739",20
"75984",310
"85404",421
"85402",285
"2679995",73
"1432056",23
"2770636",44
"75985",40
"111844",1
"292486",4
"728",750
"762",217
"2911526",30
"2911527",13
"745",219
"753",244
"747",235
"754",161
"2827233",110
"97481",29
"750",605
"505341",376
"2778911",638
"1796644",237
"738",341
"2030797",54
"697331",111
"157673",107
"653940",26
"1443036",165
"47735",127
"731",103
"123824",101
"109472",92
"1032623",61
"221402",34
"135613",46
"1046",57
"61593",46
"631362",513
"2952932",310
"77007",137
"1227",128
"473531",285
"133539",217
"1229",73
"1814290",32
"1166950",532
"85072",5
"553982",167
"1049",156
"1056",8
"521689",146
"2024551",117
"67575",13
"2545632",76
"3072790",62
"3019969",44
"1763998",35
"2498451",13
"73141",225
"37487",193
"80679",184
"2796146",35
"2942908",47
"553981",29
"2699430",76
"1050",43
"1630141",28
"72276",47
"1765964",1
"1765967",331
"2819280",190
"2792603",130
"2182432",456
"2666185",90
"1335746",31
"1335757",29
"106633",10
"106634",243
"1033854",117
"396595",85
"186931",71
"108010",49
"1053",497
"1052",77
"351052",313
"1051",11
"1442136",164
"421628",91
"2740807",205
"233100",66
"1543721",339
"191960",114
"393765",363
"1973002",275
"3065865",200
"1076588",110
"437505",709
"1811807",290
"47960",273
"1860122",163
"927",68
"1579979",141
"2771012",90
"1706369",21
"48073",204
"2944933",381
"3032582",367
"2745199",359
"2587856",354
"1516059",169
"2591606",155
"2681547",152
"2904242",150
"359370",121
"3034230",121
"48074",215
"1769779",165
"86173",147
"3029061",120
"260552",117
"407164",112
"252514",111
"266805",38
"435905",29
"1706371",11
"2426",458
"3034506",408
"2731755",159
"2731756",75
"2303332",272
"1987723",200
"1945512",179
"2964606",109
"454662",36
"155077",93
"3022676",431
"2909669",200
"447471",84
"2956798",233
"86304",130
"2721545",125
"1737490",85
"2518989",233
"2708301",199
"2601894",109
"930805",67
"2518994",168
"393662",87
"2794344",316
"1748242",158
"1620392",60
"716816",138
"1470434",132
"135616",59
"2039723",4
"2039724",648
"2949997",298
"2791037",254
"2267253",219
"2739063",169
"2580412",157
"2211106",91
"147268",426
"92245",164
"406020",82
"3035472",12
"1803865",5
"40222",47
"40223",292
"754476",103
"2881052",89
"754477",46
"285271",29
"45495",10
"28885",138
"265883",68
"39765",52
"2675053",247
"34067",32
"728003",61
"385025",26
"1329899",12
"1238",91
"2675054",58
"262",521
"1395624",430
"1547445",149
"2589986",34
"263",306
"28110",142
"2599927",126
"2249302",93
"954",84
"2007306",49
"1542390",48
"549298",37
"622488",32
"299583",15
"573570",6
"657445",2
"573569",1
"1869285",13
"1085647",80
"594679",27
"1085644",8
"1030",62
"525917",254
"2823902",158
"2735563",142
"96472",123
"111769",113
"111770",43
"2891210",15
"288004",111
"2975055",150
"403",16
"416",197
"107637",218
"3021710",133
"3040943",123
"2785785",57
"2812647",22
"1727196",1
"1538553",413
"702114",387
"2963939",185
"1173101",174
"3058963",161
"421",115
"2608981",71
"413",129
"414",670
"2860258",198
"2812648",78
"2681310",247
"2993564",130
"2911520",505
"2839024",99
"73780",203
"1432792",170
"2822410",118
"95641",119
"3133976",94
"271065",7
"1704499",287
"1760988",270
"1295382",213
"1808979",175
"39775",127
"1486720",51
"2840183",48
"438856",47
"444",54
"445",105
"446",610
"66969",517
"449",271
"454",268
"28087",252
"45067",252
"456",243
"452",185
"96230",176
"96232",168
"2662448",74
"2755562",37
"2746060",21
"45065",125
"451",115
"1071983",108
"29423",108
"45056",85
"2708020",81
"28082",73
"28084",42
"450",42
"2005262",29
"1867846",28
"463",31
"118968",77
"59195",39
"3077937",208
"2856608",146
"3077936",47
"3066239",45
"3066238",4
"676208",50
"777",210
"2749996",134
"1656159",35
"325775",1
"2054173",7
"1592897",339
"254246",84
"254247",67
"1240483",9
"1193503",112
"1196095",2801
"3120264",120
"2704654",95
"2704653",33
"2704655",32
"2817969",6
"1970738",112
"1635327",496
"1267021",34
"2717",17
"2718",320
"2866573",147
"870",304
"2908648",113
"400946",190
"112008",5
"112009",98
"2923279",28
"2687299",230
"2360",47
"113267",47
"2738852",17
"386487",12
"412965",5
"2732590",1
"1076626",108
"412034",102
"2508687",70
"1705394",23
"2738883",77
"186490",71
"1427364",38
"1971488",7
"1971485",2
"1972134",1
"2652803",7
"568386",19
"2698684",395
"2303331",279
"2806210",82
"1273155",160
"585455",169
"3057176",129
"2795687",4
"1972068",415
"986106",67
"163359",61
"1281578",45
"1675686",131
"1620215",107
"465721",262
"261965",119
"1144748",81
"261964",22
"914150",17
"1561924",10
"1248727",83
"596095",51
"883811",48
"650377",6
"1810504",116
"2183911",95
"1548547",74
"2919598",3
"356",12186
"41294",2208
"374",21084
"3140244",37477
"3140245",36084
"1325120",29706
"1404443",19484
"2057741",10208
"1325100",4885
"1197460",4855
"288000",3920
"83637",3741
"2954771",1613
"3039159",1511
"2782641",1322
"3049772",1301
"3139729",1147
"2831780",1099
"2782665",1079
"3139728",1068
"1404429",1041
"115808",964
"858422",961
"3080015",940
"3080013",885
"2782654",760
"1521768",745
"3039158",734
"2976822",703
"114615",697
"3039153",671
"2782662",652
"1404888",649
"439387",628
"1325112",491
"3039154",462
"2782659",352
"3080014",346
"1325114",312
"2590772",307
"574727",305
"1223566",278
"3039155",233
"2782678",225
"1325102",219
"2898442",211
"376",199
"55395",149
"3140246",147
"1325111",123
"1566379",103
"319017",100
"2782674",85
"2493093",75
"3080012",71
"2597515",59
"2782660",52
"187029",49
"2949630",46
"2782655",40
"2782643",31
"2949629",27
"2599819",26
"2782609",25
"2782686",20
"2866200",19
"1325083",13
"2782629",11
"3140247",8
"2866199",8
"2866191",1
"1390131",1
"2748629",17572
"29448",5249
"1419277",3281
"1437360",3201
"1404411",2180
"1355477",1510
"2840469",1062
"858423",1020
"2854389",914
"255045",856
"280333",851
"722472",736
"3056648",726
"375",722
"1274631",701
"2736875",684
"190148",631
"2992140",600
"44255",593
"2898149",566
"244734",551
"1325115",538
"1325095",422
"1404864",356
"1325090",340
"1404367",306
"83627",281
"1549949",269
"990078",264
"931866",246
"108015",221
"993502",196
"1404768",169
"1325107",138
"1073",53
"1076",2824
"3034676",556
"2991972",520
"475937",365
"1033",50
"290",822
"40137",598
"1882747",416
"1320552",100
"1395974",204
"1404741",267
"1404799",208
"3076039",108
"2592814",17
"2592816",3
"2592815",1
"2592817",1
"340268",294
"943830",79
"911",21
"912",323
"3119830",179
"913",158
"1333996",278
"69277",457
"68287",1929
"2725666",64376
"2082387",2260
"2880934",514
"2589903",497
"2584466",389
"2483403",376
"2777475",366
"2493673",318
"2493675",290
"2108445",282
"2589976",280
"2493676",264
"2493668",253
"2744518",237
"2865839",228
"2493672",223
"2493680",220
"2589974",219
"3074855",212
"2493678",207
"2865838",199
"2654248",194
"1854057",194
"2865837",180
"2483404",168
"2744523",163
"2654249",156
"2744517",152
"2589888",149
"2744516",149
"2493681",147
"2744515",125
"2493669",120
"2493671",108
"2493674",101
"3038545",97
"2589967",95
"2744522",94
"2493679",87
"2493670",83
"2744521",78
"2956836",44
"2744519",32
"2493677",32
"3038546",30
"2956833",30
"2483402",28
"278153",27
"2744520",18
"2956832",16
"2956823",12
"2956834",9
"2956824",5
"3076429",1
"3038539",1
"1380604",1
"39645",300
"593909",284
"28104",261
"2775404",241
"381",215
"2066070",166
"1777866",147
"71433",105
"1777867",90
"536018",66
"43617",52
"28100",123
"555317",3325
"2718938",1511
"555316",348
"2978392",342
"1867719",941
"245876",47
"2267699",582
"2599600",372
"1756988",243
"1872084",57
"2950541",3
"430679",145
"2854036",134
"31988",375
"2774562",130
"374606",95
"1870862",45
"2979870",16
"3133697",10
"2666139",9
"83265",130
"83263",7
"675281",449
"1670800",196
"3028735",326
"82115",969
"379",4706
"3019602",460
"2926709",438
"2775403",356
"2613770",313
"2028343",293
"1981173",281
"2952477",251
"2806346",221
"2849093",217
"3039156",201
"3045156",199
"2795216",199
"2731096",184
"2815360",177
"1223565",164
"2919917",138
"2917727",113
"2603277",102
"3039157",85
"2918527",75
"2731112",69
"2020311",52
"2020312",49
"3138254",45
"2785056",30
"2291939",23
"3045157",23
"2979863",22
"3138065",22
"3138253",20
"2020313",19
"3024248",18
"2979862",17
"1132836",16
"2048897",12
"2819994",12
"3039160",9
"2986922",9
"3138252",8
"2979861",8
"2819999",5
"3138255",4
"555321",3
"3024242",2
"1703969",2
"2364272",2
"555319",1
"2895568",1
"2364271",1
"384",1076
"1395951",586
"29449",493
"293958",407
"240521",356
"2041385",291
"451876",289
"1312183",287
"398",286
"359",258
"2081791",217
"2583231",196
"1368430",189
"396",184
"1184720",154
"50338",121
"1138189",119
"56730",104
"1076926",99
"1138190",93
"1138194",80
"1538159",79
"2267833",40
"3019932",26
"2867516",24
"1538158",20
"1120045",19
"3019933",16
"158891",13
"1535245",9
"3019934",8
"2506430",3
"348824",2
"1353277",1
"357",1604
"358",1943
"1176649",302
"2792015",767
"373",570
"1842536",111
"2664893",99
"2580515",32
"2579248",17
"2820002",6
"1279031",1
"1841651",1
"160699",389
"2735528",346
"648995",335
"28099",195
"1183413",112
"1183412",105
"2862866",36
"1612611",3
"3067904",514
"2986920",337
"2986923",324
"3133975",52
"3067903",40
"3031126",330
"1612624",4
"1525371",8
"399",887
"2060726",365
"2978974",94
"3129230",57
"515361",297
"1903858",40
"1335061",339
"1125847",269
"379684",538
"3025782",6
"28105",717
"380",906
"1842534",293
"2613773",138
"794846",43
"430451",3
"382",555
"501572",518
"680247",329
"194963",328
"1752398",197
"110321",160
"716925",141
"110322",132
"375549",101
"680248",95
"158892",3
"106591",130
"106592",1148
"2811423",196
"555315",168
"323620",288
"2715959",201
"2877941",179
"879274",129
"2925841",50
"352475",705
"2871820",126
"1967501",116
"2919913",10
"274591",1
"244596",366
"1620421",319
"2341112",422
"1813451",252
"34019",3
"1273132",43
"309868",38
"34021",33
"34020",27
"556287",6
"1969821",131
"448181",1
"2040489",125
"2305987",102
"45404",291
"1156568",178
"569860",16472
"2822761",1558
"2293567",745
"120652",16
"199596",709
"227605",525
"533",456
"3041435",428
"3080828",4
"45401",10
"674703",12143
"81",7
"2682968",375
"3019544",255
"717785",244
"53399",349
"1427356",212
"1068",16
"2498452",412
"1069",100
"1484898",6
"1384459",212
"2170729",33
"2742204",201
"1608628",97
"119045",364
"407",2137
"2984843",291
"2603276",239
"2894310",156
"2202826",134
"925818",113
"3038924",76
"739141",56
"1479019",54
"2718876",8
"409",4
"426117",3
"2813779",1
"3138063",1
"114616",580
"2202828",506
"2202827",365
"270351",356
"1775910",329
"2202825",282
"31998",260
"374432",242
"2051553",237
"39956",237
"410",233
"570505",231
"107400",213
"269660",200
"418223",191
"334852",147
"186650",69
"2807101",623
"2082949",394
"1882682",309
"864069",282
"2651334",219
"2740529",190
"2883126",28
"2282523",218
"408",618
"223967",502
"2897334",209
"2938232",9
"335928",186
"556257",28
"331696",1513
"2562284",707
"99",35
"223390",612
"1850374",169
"3039801",143
"2995166",107
"1745854",296
"921",126
"279",437
"2528964",735
"280",146
"2419844",113
"281",1
"2789216",973
"2709380",580
"2820278",317
"7",285
"2831106",67
"46913",66
"2976459",429
"2806348",265
"3026161",262
"1736675",243
"2083786",238
"2759954",181
"3017325",174
"2976680",173
"2499144",155
"3049774",130
"1871048",115
"3126689",68
"400770",347
"191302",237
"2860336",230
"2657486",133
"3026423",107
"3026418",89
"2774137",67
"2917991",58
"2801335",32
"1082930",15
"1881069",234
"2967130",27
"531813",202
"1046114",144
"2984530",70
"454601",237
"1335043",149
"2909283",139
"1447062",123
"118882",2
"234",1653
"3045175",396
"3142977",182
"1149953",79
"2886044",58
"2592625",47
"2769351",30
"2986424",24
"2821140",17
"2986924",13
"2691913",3
"1149952",3
"693750",1
"2942452",1
"2975052",1
"1844051",1
"529",497
"94625",485
"571256",336
"419475",194
"370111",179
"271865",154
"29459",30
"444163",6
"1218315",4
"29461",2
"120577",2
"235",1
"1449781",3
"354349",272
"2879116",531
"2864102",47
"2834768",103
"2821832",291
"150830",24
"187304",753
"3016006",335
"388408",245
"1936171",169
"2857014",11
"2866279",8
"2587861",321
"2587854",245
"2590016",244
"2021862",213
"1674922",1
"2065378",525
"2304600",141
"1881061",316
"538381",262
"121719",448
"258255",17
"911045",155
"1898042",150
"655352",172
"1002546",3516
"655353",187
"1798205",80
"31993",63
"133",441
"187303",273
"2654282",193
"743836",74
"2885079",403
"655015",332
"173366",236
"391905",227
"134",208
"425",23
"426",803
"2699395",567
"85413",362
"2015316",355
"3080057",269
"2020412",268
"1792307",261
"2599640",221
"1867715",213
"2969621",208
"1871050",177
"1842539",150
"151416",452
"1526658",164
"3068632",158
"255475",5
"293088",174
"686597",87
"293089",404
"1486262",306
"392331",303
"2583532",72
"414371",163
"2826993",325
"2816454",276
"1349819",219
"370622",384
"1701758",94
"2758041",72
"2906072",182
"2986949",165
"773",231
"2750929",462
"1933904",88
"3057550",35
"2979331",31
"2979330",18
"2759660",12
"515256",2
"1933910",1
"596995",1
"52764",336
"2961895",289
"33047",260
"2267275",122
"111504",105
"33046",101
"2750995",88
"33045",82
"1318743",71
"85701",47
"165694",40
"807",39
"56426",34
"38323",17
"2893471",15
"803",14
"155194",12
"388640",5
"774",4
"2133959",3
"2712222",825
"1894999",764
"1235591",594
"708113",241
"3077946",69
"2813035",11
"256618",389
"2593653",272
"1922226",212
"1712261",102
"1458461",68
"442121",512
"1482074",399
"1632780",4
"1940610",469
"1868589",196
"2570229",137
"28209",199
"444444",337
"1702325",249
"2895980",661
"59282",4
"1079",352
"2233851",236
"2723776",90
"2528642",303
"2880932",133
"1437009",361
"2742145",190
"1852022",169
"2928472",260
"3072793",92
"3069264",292
"2795690",288
"2712698",245
"204455",1211
"2854170",960
"60136",771
"2867023",191
"2587855",174
"1525218",164
"2867022",161
"1389005",132
"2070369",122
"2867025",97
"1389004",93
"3100174",91
"1389011",76
"664426",50
"2883127",42
"2867026",37
"3079556",19
"2785912",11
"1968541",6
"2867024",5
"2867021",1
"1775881",291
"83219",227
"1917485",145
"218673",128
"2829501",44
"225422",25
"60137",16
"74030",187
"3080976",135
"2587846",96
"2823043",92
"391613",80
"3108175",66
"3080827",36
"2587847",27
"2587850",3
"337701",569
"2980108",244
"74031",228
"540747",193
"2494550",93
"215743",75
"97050",9
"292414",295
"2587853",148
"2966453",136
"2867020",72
"2293862",64
"2793010",53
"981384",457
"89184",293
"259304",66
"191028",367
"2867016",213
"2508306",82
"2867014",23
"2867015",6
"2508307",3
"2867013",3
"506591",285
"1396826",194
"2930199",158
"133924",56
"302485",102
"221822",503
"1844006",332
"60890",206
"1580596",90
"2433",2
"42443",833
"2434",195
"1891787",138
"1943633",880
"875170",6
"1303376",367
"1758178",245
"1208324",102
"875171",74
"1397108",65
"2587852",351
"2588299",5
"1379903",241
"1979401",480
"53501",108
"1229727",336
"1250539",101
"1792508",78
"2867011",229
"290400",128
"3038773",90
"2867012",63
"215813",510
"2161673",469
"74033",459
"2854186",6
"1402135",305
"2883100",116
"2017482",393
"92945",358
"92947",32
"3048007",83
"2009329",10
"2602067",127
"1458307",124
"1217908",29
"53946",24
"2587163",275
"1579316",271
"561184",260
"311180",253
"266809",237
"159346",170
"195913",168
"1609966",157
"299262",137
"2587842",55
"3079304",51
"576131",88
"3058420",52
"31989",266
"265",565
"2895796",267
"1263728",172
"3030011",154
"2589076",146
"3064531",94
"3017782",73
"2760307",64
"2500532",50
"184748",437
"1945662",361
"1077935",306
"34002",297
"34003",251
"658446",251
"82367",249
"453842",229
"2812658",215
"659350",203
"59779",178
"266",175
"34007",170
"34004",169
"405559",147
"2560053",144
"135740",133
"2259340",119
"3017783",112
"2065379",105
"1529068",91
"147645",88
"3017781",85
"1545044",80
"3017784",78
"2903900",71
"2922394",4
"1499308",1
"2613965",386
"1461694",264
"517719",43
"1537215",21
"1061",417
"2033869",120
"1850250",111
"2169400",429
"2840474",121
"2083206",10
"483013",340
"379347",165
"3048493",21
"1653176",6
"1063",440
"43057",85
"34008",17
"1564506",227
"308754",70
"35806",202
"2588711",492
"3137370",205
"3137369",95
"3137368",88
"245188",94
"1435347",1
"285107",10
"1915078",204
"3131931",86
"3131929",36
"3131928",1
"1549850",117
"154981",341
"2867010",72
"2997337",310
"2483033",89
"3051171",252
"1920883",101
"2818469",11
"1075",222
"3042299",78
"195105",298
"1411902",295
"1492771",291
"2579971",264
"2856823",178
"3138498",53
"2494374",223
"1335048",195
"2171755",191
"2807096",186
"2500533",181
"441209",174
"2748098",170
"1715691",163
"2605946",148
"564137",146
"2683284",136
"2692330",129
"2789856",124
"2599296",115
"1826607",113
"2758038",110
"2881234",101
"2978973",90
"991904",87
"1267768",85
"3035471",74
"2916397",42
"3039851",37
"1591409",34
"204457",978
"41297",912
"13687",931
"3014784",819
"2804617",329
"399176",294
"2219696",231
"2735134",217
"3114300",216
"2653203",205
"1938607",185
"2714942",169
"3018036",149
"1517551",140
"745310",140
"2968057",138
"1961362",136
"1517554",132
"2898433",121
"3078265",111
"2937788",106
"3062169",98
"3018446",97
"1523415",97
"2903960",86
"2991074",81
"2565555",75
"3095343",67
"1030157",67
"2937787",66
"3095341",62
"2950605",61
"2997354",56
"2596913",52
"304378",36
"2942996",26
"1390395",24
"2955313",6
"3118768",3
"2919914",1
"849864",1
"152682",1750
"1549858",402
"397260",338
"2759526",261
"93064",223
"2319844",211
"1045317",202
"1560345",194
"1609977",181
"33051",180
"1327635",174
"2899123",165
"653931",150
"3012344",150
"2890321",139
"563996",138
"2714943",132
"296544",117
"1541170",111
"2949093",111
"363835",106
"2938948",106
"2698828",104
"2681549",101
"2698679",98
"185951",97
"13689",93
"2972485",92
"1813879",87
"2872652",80
"298708",78
"2599297",76
"424800",72
"2764186",72
"386874",64
"2918765",57
"1813468",51
"2594473",36
"2071607",35
"3132797",35
"1176646",33
"2714944",25
"165695",871
"2789327",356
"2733867",235
"3038927",226
"1855519",150
"2970925",133
"2979467",115
"627192",109
"407020",109
"2072936",107
"2676077",93
"1315974",81
"1843368",74
"2082188",69
"2930091",48
"2878542",38
"1144307",36
"3024245",35
"2565554",31
"2878545",10
"520734",10
"484429",9
"2185111",5
"13690",878
"120107",401
"121428",144
"46429",125
"336203",122
"1592790",102
"332055",83
"1332080",69
"135719",54
"76947",39
"595605",1
"165696",227
"1609758",328
"2025349",314
"2571749",297
"1016987",208
"2675225",189
"3025670",168
"3109595",145
"3079861",102
"2780074",76
"164608",41
"702113",18
"205844",350
"2896849",321
"2728851",247
"158500",207
"48935",183
"2282397",167
"2698673",159
"2726189",137
"1176536",78
"13688",67
"165697",270
"2911495",252
"1357916",186
"292913",129
"2482763",110
"1914525",81
"2565556",81
"1874061",78
"2486273",59
"3114367",52
"2830667",47
"2968500",29
"2976533",21
"1866325",14
"2933562",13
"310581",382
"33050",172
"1515612",170
"267128",144
"2054227",87
"436663",57
"180400",49
"33052",29
"117207",17
"1922222",266
"2584094",60
"1806885",44
"2077182",15
"1913578",219
"392610",141
"1649486",34
"2711156",179
"1850238",163
"160791",120
"2709685",2
"2806553",152
"2709694",109
"394733",49
"3071408",47
"2725558",44
"1582356",114
"1229164",113
"3133972",78
"150203",118
"1550728",74
"1867408",49
"1842535",24
"1909299",2
"2676233",2
"2762748",141
"2711215",129
"1763828",237
"2762729",138
"3075605",128
"941907",118
"1234545",1
"2026624",70
"2724527",45
"1634516",106
"1550733",84
"1921510",77
"335929",202
"1041",74
"3025315",239
"2829500",220
"1042",202
"1798193",91
"2502843",63
"2011159",61
"2587851",53
"2907154",41
"2779361",35
"2653850",23
"1922225",14
"3024837",13
"39960",508
"263913",144
"2182384",56
"1112",53
"2909249",49
"2739433",33
"1896196",109
"2854260",107
"2003315",84
"2547601",50
"2023229",38
"1855416",91
"192812",227
"2782568",222
"2867233",194
"2867238",185
"3023518",72
"2979461",41
"3113984",5
"2867231",135
"2909673",105
"225971",85
"2867236",72
"266951",55
"255984",24
"1532023",16
"2060312",178
"2604537",109
"2185142",77
"3108391",76
"3032592",52
"2067415",13
"2173831",63
"361183",33
"476157",31
"450378",319
"2798724",132
"1703340",12
"1703338",2
"1348774",67
"1267766",398
"3064139",129
"3003265",133
"3009083",75
"502682",66
"1648404",39
"2800686",1
"3042152",75
"2338327",64
"2055955",63
"692370",59
"1982042",36
"2800685",27
"543877",210
"538382",18
"645517",249
"2872646",85
"169176",46
"3053610",45
"335406",217
"1892855",180
"2771430",65
"1508451",91
"2835787",141
"2862331",69
"2759707",262
"542",640
"204441",264
"433",492
"434",360
"481146",575
"1076596",423
"438",354
"104102",210
"435",170
"431306",87
"2592655",82
"446692",75
"2500548",32
"65959",1
"1633874",1
"3134142",1
"125216",212
"257708",465
"2768161",441
"2897332",365
"2018065",1
"207340",253
"1750527",252
"2768162",193
"1434011",290
"65958",444
"265960",163
"28448",144
"215221",110
"265959",96
"1177712",96
"33995",53
"441",66
"442",449
"318683",124
"257438",115
"574987",65
"38308",44
"1706033",82
"1225128",297
"3133721",264
"3114537",398
"2697363",362
"504468",358
"436",351
"1519186",196
"3049350",69
"1216886",60
"522",73
"62140",125
"76588",54
"1043206",23
"524",14
"364410",278
"2771361",275
"1602345",163
"2268025",52
"1510841",50
"1484109",264
"1969806",227
"1293412",219
"2781901",175
"204525",173
"320497",163
"33996",155
"2762277",132
"3040935",130
"2697033",123
"91915",109
"2558361",108
"153496",106
"2070537",88
"2984322",71
"2558360",69
"661191",67
"2829815",13
"191",1096
"137722",360
"652764",237
"664962",203
"709810",168
"2494548",2
"528244",370
"192",343
"2202148",338
"286727",193
"193",189
"682998",181
